Years,CO2,CH4,mullingar_mean_temp,mullingar_temp_anomaly,mullingar_mean_rain,mullingar_rain_anomaly,antarctic_temp_anomaly,global_temp_anomaly
-13975.43333,,,,,,,-3.6599999999999966,
-14004.3,,,,,,,-3.859999999999985,
-14013.23,240.57,,,,,,,
-14014.8,,578.3,,,,,,
-14024.0,,596.8829014,,,,,,
-14035.23333,,,,,,,-3.859999999999985,
-14066.16667,,,,,,,-3.859999999999985,
-14074.79,235.92,,,,,,,
-14082.8,,568.8756288,,,,,,
-14095.86,237.87,,,,,,,
-14097.1,,,,,,,-3.0600000000000023,
-14126.83333,,,,,,,-3.5600000000000023,
-14133.09,241.27,,,,,,,
-14156.56667,,,,,,,-3.259999999999991,
-14157.47,232.88,,,,,,,
-14186.3,,,,,,,-1.8599999999999852,
-14193.06,236.4,,,,,,,
-14214.26667,,,,,,,-3.859999999999985,
-14229.6,239.24,,,,,,,
-14242.23333,,,,,,,-1.960000000000008,
-14252.55,239.36,,,,,,,
-14270.2,,,,,,,-3.460000000000008,
-14278.56,238.36,,,,,,,
-14299.2,,,,,,,-3.460000000000008,
-14310.45,236.6,,,,,,,
-14328.2,,,,,,,-3.0600000000000023,
-14346.02,240.21,,,,,,,
-14357.2,,,,,,,-2.259999999999991,
-14362.1,,464.7,,,,,,
-14371.72,239.04,,,,,,,
-14381.61,235.8,,,,,,,
-14383.2,,,,,,,-1.6599999999999966,
-14384.7,,476.0199447,,,,,,
-14409.2,,,,,,,-1.460000000000008,
-14416.16,242.08,,,,,,,
-14427.48,238.39,,,,,,,
-14435.2,,,,,,,-2.0600000000000023,
-14447.99,240.33,,,,,,,
-14462.93333,,,,,,,-2.759999999999991,
-14483.6,242.55,,,,,,,
-14490.66667,,,,,,,-2.859999999999985,
-14495.23,242.6,,,,,,,
-14516.28,240.95,,,,,,,
-14518.4,,,,,,,-3.259999999999991,
-14536.58,238.61,,,,,,,
-14545.4,,,,,,,-2.0600000000000023,
-14570.21,242.06,,,,,,,
-14572.4,,,,,,,-1.5600000000000023,
-14593.85,241.14,,,,,,,
-14599.4,,,,,,,-1.759999999999991,
-14604.3,243.17,,,,,,,
-14607.5,,461.0,,,,,,
-14614.66,235.83,,,,,,,
-14619.8,,469.6166667,,,,,,
-14625.93,241.73,,,,,,,
-14625.96667,,,,,,,-2.259999999999991,
-14627.6,,468.6689331,,,,,,
-14636.52,239.86,,,,,,,
-14648.93,239.77,,,,,,,
-14652.53333,,,,,,,-2.960000000000008,
-14659.19,237.97,,,,,,,
-14668.47,235.31,,,,,,,
-14679.1,,,,,,,0.2400000000000091,
-14679.21,237.59,,,,,,,
-14692.39,237.97,,,,,,,
-14702.36667,,,,,,,-0.7599999999999909,
-14702.99,240.1,,,,,,,
-14718.2,238.12,,,,,,,
-14725.26,234.62,,,,,,,
-14725.63333,,,,,,,-0.960000000000008,
-14737.09,233.42,,,,,,,
-14748.12,234.34,,,,,,,
-14748.9,,,,,,,-1.460000000000008,
-14759.37,237.49,,,,,,,
-14769.69,228.91,,,,,,,
-14773.83333,,,,,,,-1.259999999999991,
-14779.96,228.18,,,,,,,
-14783.9,,459.3,,,,,,
-14791.12,230.53,,,,,,,
-14798.76667,,,,,,,-1.759999999999991,
-14803.88,234.54,,,,,,,
-14816.19,231.48,,,,,,,
-14823.7,,,,,,,-1.259999999999991,
-14831.52,227.9,,,,,,,
-14836.41,224.64,,,,,,,
-14849.28,227.39,,,,,,,
-14851.46667,,,,,,,-4.060000000000002,
-14860.83,227.79,,,,,,,
-14872.14,228.5,,,,,,,
-14879.23333,,,,,,,-2.5600000000000023,
-14883.61,227.58,,,,,,,
-14895.39,226.51,,,,,,,
-14907.0,,,,,,,-1.460000000000008,
-14907.75,228.4,,,,,,,
-14917.77,227.87,,,,,,,
-14930.53,233.17,,,,,,,
-14935.03333,,,,,,,-2.960000000000008,
-14942.18,232.22,,,,,,,
-14942.7,,469.8641497,,,,,,
-14953.66,227.85,,,,,,,
-14963.06667,,,,,,,-2.960000000000008,
-14965.46,230.63,,,,,,,
-14977.21,228.72,,,,,,,
-14988.91,228.36,,,,,,,
-14991.1,,,,,,,-2.259999999999991,
-15002.02,228.47,,,,,,,
-15020.2,,,,,,,-3.359999999999985,
-15026.66,228.89,,,,,,,
-15039.2,,475.7,,,,,,
-15049.3,,,,,,,-2.960000000000008,
-15049.48,229.79,,,,,,,
-15060.26,227.65,,,,,,,
-15078.4,,,,,,,-4.159999999999997,
-15084.48,228.37,,,,,,,
-15107.78,225.38,,,,,,,
-15109.5,,,,,,,-3.6599999999999966,
-15140.6,,,,,,,-2.960000000000008,
-15145.53,228.99,,,,,,,
-15168.81,234.47,,,,,,,
-15171.7,,,,,,,-3.759999999999991,
-15201.36667,,,,,,,-3.1599999999999966,
-15206.53,229.67,,,,,,,
-15229.52,228.81,,,,,,,
-15231.03333,,,,,,,-2.359999999999985,
-15254.11,227.84,,,,,,,
-15260.7,,,,,,,-2.759999999999991,
-15275.6,,463.0097119,,,,,,
-15289.36667,,,,,,,-3.0600000000000023,
-15289.7,,451.0,,,,,,
-15291.88,230.18,,,,,,,
-15316.44,228.27,,,,,,,
-15318.03333,,,,,,,-2.359999999999985,
-15346.7,,,,,,,-2.759999999999991,
-15353.74,225.77,,,,,,,
-15376.86667,,,,,,,-2.960000000000008,
-15393.94,227.64,,,,,,,
-15407.03333,,,,,,,-4.259999999999991,
-15418.24,228.92,,,,,,,
-15437.2,,,,,,,-1.0600000000000023,
-15455.85,225.39,,,,,,,
-15465.8,,451.7,,,,,,
-15466.06667,,,,,,,-3.259999999999991,
-15483.08,224.74,,,,,,,
-15494.93333,,,,,,,-3.859999999999985,
-15523.8,,,,,,,-3.859999999999985,
-15535.93,223.27,,,,,,,
-15554.0,,,,,,,-2.759999999999991,
-15584.2,,,,,,,-2.859999999999985,
-15614.4,,,,,,,-3.259999999999991,
-15618.2,,441.3803499,,,,,,
-15619.4,223.53,,,,,,,
-15628.0,,456.0,,,,,,
-15644.8,,,,,,,-3.0600000000000023,
-15675.2,,,,,,,-3.460000000000008,
-15705.6,,,,,,,-3.859999999999985,
-15722.43,222.76,,,,,,,
-15738.56667,,,,,,,-4.460000000000008,
-15771.53333,,,,,,,-4.159999999999997,
-15777.79,222.16,,,,,,,
-15804.5,,,,,,,-4.359999999999985,
-15838.1,,,,,,,-4.259999999999991,
-15840.68,224.86,,,,,,,
-15871.7,,,,,,,-4.460000000000008,
-15905.3,,,,,,,-4.359999999999985,
-15917.1,,441.2,,,,,,
-15917.95,222.36,,,,,,,
-15937.66667,,,,,,,-3.460000000000008,
-15938.1,,438.4386673,,,,,,
-15943.0,,473.3,,,,,,
-15970.03333,,,,,,,-3.859999999999985,
-15993.25,223.51,,,,,,,
-16002.4,,,,,,,-4.060000000000002,
-16009.52,223.77,,,,,,,
-16035.63333,,,,,,,-4.659999999999997,
-16068.49,223.72,,,,,,,
-16068.86667,,,,,,,-3.859999999999985,
-16071.98,224.41,,,,,,,
-16087.67,222.39,,,,,,,
-16102.1,,,,,,,-5.060000000000002,
-16106.78,224.48,,,,,,,
-16133.3,,418.7,,,,,,
-16135.26667,,,,,,,-3.460000000000008,
-16156.0,224.24,,,,,,,
-16168.43333,,,,,,,-4.060000000000002,
-16187.14,222.41,,,,,,,
-16201.6,,,,,,,-3.960000000000008,
-16224.21,224.86,,,,,,,
-16234.43333,,,,,,,-4.259999999999991,
-16239.71,226.19,,,,,,,
-16260.46,221.49,,,,,,,
-16267.26667,,,,,,,-3.960000000000008,
-16281.71,227.32,,,,,,,
-16286.3,,423.7,,,,,,
-16295.96,223.24,,,,,,,
-16300.1,,,,,,,-4.259999999999991,
-16313.56,220.49,,,,,,,
-16315.5,,427.3,,,,,,
-16333.73,218.56,,,,,,,
-16334.33333,,,,,,,-4.460000000000008,
-16351.74,214.22,,,,,,,
-16368.56667,,,,,,,-4.859999999999985,
-16369.96,212.84,,,,,,,
-16390.43,214.6,,,,,,,
-16402.8,,,,,,,-4.060000000000002,
-16410.25,212.43,,,,,,,
-16427.23,214.83,,,,,,,
-16437.46667,,,,,,,-5.359999999999985,
-16447.89,211.21,,,,,,,
-16464.89,209.51,,,,,,,
-16472.13333,,,,,,,-4.560000000000002,
-16483.71,212.95,,,,,,,
-16503.0,,404.7,,,,,,
-16504.32,211.79,,,,,,,
-16506.8,,,,,,,-4.659999999999997,
-16531.38,217.19,,,,,,,
-16542.83333,,,,,,,-5.159999999999997,
-16545.03,213.94,,,,,,,
-16578.86667,,,,,,,-5.560000000000002,
-16582.93,207.95,,,,,,,
-16614.9,,,,,,,-5.460000000000008,
-16626.51,208.65,,,,,,,
-16650.4,,,,,,,-4.560000000000002,
-16663.01,208.46,,,,,,,
-16677.3,,409.2,,,,,,
-16685.9,,,,,,,-4.759999999999991,
-16690.1,,404.1524256,,,,,,
-16721.4,,,,,,,-4.759999999999991,
-16728.88,213.15,,,,,,,
-16757.5,,,,,,,-4.859999999999985,
-16793.6,,,,,,,-6.060000000000002,
-16806.53,210.25,,,,,,,
-16829.7,,,,,,,-5.060000000000002,
-16866.06667,,,,,,,-4.759999999999991,
-16870.55,205.53,,,,,,,
-16899.1,,408.3,,,,,,
-16902.43333,,,,,,,-5.460000000000008,
-16905.5,,381.3,,,,,,
-16938.8,,,,,,,-5.460000000000008,
-16942.32,205.19,,,,,,,
-16976.3,,,,,,,-5.359999999999985,
-17001.83,202.93,,,,,,,
-17013.8,,,,,,,-5.560000000000002,
-17051.3,,,,,,,-6.759999999999991,
-17067.77,204.32,,,,,,,
-17090.76667,,,,,,,-5.659999999999997,
-17118.8,,395.4,,,,,,
-17130.23333,,,,,,,-6.060000000000002,
-17147.6,,388.8398486,,,,,,
-17164.85,202.1,,,,,,,
-17169.7,,,,,,,-5.759999999999991,
-17209.26667,,,,,,,-5.460000000000008,
-17236.7,198.63,,,,,,,
-17248.83333,,,,,,,-7.460000000000008,
-17288.4,,,,,,,-6.060000000000002,
-17309.25,198.29,,,,,,,
-17330.03333,,,,,,,-6.859999999999985,
-17360.9,195.88,,,,,,,
-17371.66667,,,,,,,-6.759999999999991,
-17384.87,194.65,,,,,,,
-17389.4,,371.3,,,,,,
-17413.3,,,,,,,-6.859999999999985,
-17433.5,190.5,,,,,,,
-17455.9,,,,,,,-7.659999999999997,
-17458.3,193.02,,,,,,,
-17483.03,191.89,,,,,,,
-17498.5,,,,,,,-6.359999999999985,
-17507.97,190.76,,,,,,,
-17533.99,193.0,,,,,,,
-17541.1,,,,,,,-6.460000000000008,
-17558.29,191.48,,,,,,,
-17578.7,,375.4,,,,,,
-17581.76667,,,,,,,-7.060000000000002,
-17583.87,191.59,,,,,,,
-17603.8,,366.152,,,,,,
-17607.59,192.37,,,,,,,
-17615.7,,383.7,,,,,,
-17622.43333,,,,,,,-6.060000000000002,
-17634.46,192.62,,,,,,,
-17659.25,196.96,,,,,,,
-17663.1,,,,,,,-7.259999999999991,
-17685.0,195.79,,,,,,,
-17705.5,,,,,,,-6.060000000000002,
-17710.88,193.21,,,,,,,
-17738.06,194.38,,,,,,,
-17747.9,,,,,,,-8.060000000000002,
-17764.21,191.52,,,,,,,
-17790.05,189.52,,,,,,,
-17790.3,,,,,,,-7.159999999999997,
-17816.75,190.41,,,,,,,
-17833.73333,,,,,,,-7.060000000000002,
-17842.71,191.7,,,,,,,
-17861.8,,366.3,,,,,,
-17870.57,187.25,,,,,,,
-17877.16667,,,,,,,-7.759999999999991,
-17898.43,191.21,,,,,,,
-17920.6,,,,,,,-7.060000000000002,
-17927.6,189.52,,,,,,,
-17954.0,190.26,,,,,,,
-17965.36667,,,,,,,-7.759999999999991,
-17980.16,191.72,,,,,,,
-17981.7,,377.2381364,,,,,,
-17996.3,,371.3,,,,,,
-18008.99,188.54,,,,,,,
-18010.13333,,,,,,,-8.159999999999997,
-18038.83,188.66,,,,,,,
-18054.9,,,,,,,-8.159999999999997,
-18065.04,188.96,,,,,,,
-18097.45,187.79,,,,,,,
-18101.46667,,,,,,,-8.159999999999997,
-18123.09,187.73,,,,,,,
-18148.03333,,,,,,,-8.359999999999985,
-18154.6,188.64,,,,,,,
-18183.63,188.59,,,,,,,
-18194.6,,,,,,,-6.759999999999991,
-18212.76,184.88,,,,,,,
-18238.2,,,,,,,-7.560000000000002,
-18246.16,189.01,,,,,,,
-18274.79,185.65,,,,,,,
-18281.8,,,,,,,-8.359999999999985,
-18305.18,188.88,,,,,,,
-18325.4,,,,,,,-7.560000000000002,
-18329.2,,375.3,,,,,,
-18337.68,188.52,,,,,,,
-18368.81,189.03,,,,,,,
-18369.86667,,,,,,,-7.460000000000008,
-18397.39,187.12,,,,,,,
-18414.33333,,,,,,,-8.159999999999997,
-18433.35,188.73,,,,,,,
-18458.8,,,,,,,-8.460000000000008,
-18464.16,188.21,,,,,,,
-18495.43,188.47,,,,,,,
-18504.43333,,,,,,,-8.259999999999991,
-18530.83,187.45,,,,,,,
-18550.06667,,,,,,,-7.859999999999985,
-18559.59,187.09,,,,,,,
-18563.1,,370.9,,,,,,
-18581.0,,378.336,,,,,,
-18591.7,,371.0,,,,,,
-18592.99,187.67,,,,,,,
-18595.7,,,,,,,-7.859999999999985,
-18639.33333,,,,,,,-7.560000000000002,
-18655.94,188.57,,,,,,,
-18682.96667,,,,,,,-7.859999999999985,
-18726.6,,,,,,,-8.060000000000002,
-18750.4,193.9,,,,,,,
-18771.1,,,,,,,-8.060000000000002,
-18815.6,,,,,,,-7.960000000000008,
-18820.05,191.27,,,,,,,
-18860.1,,,,,,,-8.159999999999997,
-18876.64,192.97,,,,,,,
-18905.83333,,,,,,,-8.060000000000002,
-18908.15,188.44,,,,,,,
-18939.91,188.5,,,,,,,
-18946.3,,372.7418456,,,,,,
-18951.56667,,,,,,,-8.960000000000008,
-18963.4,,378.7,,,,,,
-18997.3,,,,,,,-7.359999999999985,
-19039.63333,,,,,,,-7.859999999999985,
-19066.82,192.71,,,,,,,
-19081.96667,,,,,,,-7.159999999999997,
-19124.3,,,,,,,-8.560000000000002,
-19168.63333,,,,,,,-7.859999999999985,
-19212.96667,,,,,,,-8.259999999999991,
-19225.79,191.09,,,,,,,
-19257.3,,,,,,,-7.960000000000008,
-19300.8,,,,,,,-7.659999999999997,
-19344.3,,,,,,,-8.359999999999985,
-19355.16,191.58,,,,,,,
-19387.8,,,,,,,-7.460000000000008,
-19389.5,,365.7,,,,,,
-19431.73333,,,,,,,-8.759999999999991,
-19475.66667,,,,,,,-7.960000000000008,
-19515.73,191.52,,,,,,,
-19519.6,,,,,,,-7.060000000000002,
-19523.7,,358.0826297,,,,,,
-19552.0,,377.0,,,,,,
-19563.93333,,,,,,,-9.060000000000002,
-19608.26667,,,,,,,-8.560000000000002,
-19641.15,188.95,,,,,,,
-19652.6,,,,,,,-7.159999999999997,
-19695.2,,,,,,,-8.159999999999997,
-19702.49,191.42,,,,,,,
-19737.8,,,,,,,-7.960000000000008,
-19753.0,,356.3,,,,,,
-19765.9,,351.3,,,,,,
-19780.4,,,,,,,-6.460000000000008,
-19821.43333,,,,,,,-8.159999999999997,
-19862.46667,,,,,,,-7.560000000000002,
-19864.19,193.6,,,,,,,
-19903.5,,,,,,,-8.560000000000002,
-19947.1,,,,,,,-7.759999999999991,
-19956.88,196.06,,,,,,,
-19990.7,,,,,,,-8.359999999999985,
-20034.3,,,,,,,-8.259999999999991,
-20036.4,,373.7419869,,,,,,
-20078.6,,,,,,,-8.859999999999985,
-20091.7,193.72,,,,,,,
-20122.9,,,,,,,-8.060000000000002,
-20167.2,,,,,,,-8.859999999999985,
-20197.3,,375.3,,,,,,
-20210.53333,,,,,,,-8.560000000000002,
-20253.86667,,,,,,,-7.560000000000002,
-20286.31,190.47,,,,,,,
-20297.2,,,,,,,-7.460000000000008,
-20338.0,,,,,,,-7.159999999999997,
-20378.8,,,,,,,-8.159999999999997,
-20419.6,,,,,,,-9.060000000000002,
-20463.03333,,,,,,,-8.460000000000008,
-20480.6,189.99,,,,,,,
-20506.46667,,,,,,,-8.060000000000002,
-20538.5,,383.75,,,,,,
-20541.6,,366.7327831,,,,,,
-20549.9,,,,,,,-7.659999999999997,
-20590.8,,,,,,,-8.060000000000002,
-20609.8,193.93,,,,,,,
-20631.7,,,,,,,-7.359999999999985,
-20672.6,,,,,,,-8.460000000000008,
-20714.43333,,,,,,,-7.859999999999985,
-20739.49,187.76,,,,,,,
-20756.26667,,,,,,,-8.159999999999997,
-20780.8,,378.3,,,,,,
-20798.1,,,,,,,-8.359999999999985,
-20841.3,,,,,,,-8.359999999999985,
-20884.5,,,,,,,-8.859999999999985,
-20901.39,192.66,,,,,,,
-20927.7,,,,,,,-7.560000000000002,
-20968.1,,,,,,,-7.460000000000008,
-21008.5,,,,,,,-7.960000000000008,
-21027.1,,364.8082455,,,,,,
-21037.43,190.87,,,,,,,
-21048.9,,,,,,,-8.159999999999997,
-21091.23333,,,,,,,-8.259999999999991,
-21133.56667,,,,,,,-8.259999999999991,
-21140.69,188.4,,,,,,,
-21175.9,,,,,,,-7.659999999999997,
-21217.03333,,,,,,,-7.960000000000008,
-21258.16667,,,,,,,-8.060000000000002,
-21285.7,190.05,,,,,,,
-21290.6,,353.7,,,,,,
-21299.3,,,,,,,-8.159999999999997,
-21342.06667,,,,,,,-8.060000000000002,
-21384.83333,,,,,,,-8.759999999999991,
-21418.18,187.24,,,,,,,
-21427.6,,,,,,,-7.859999999999985,
-21469.23333,,,,,,,-8.159999999999997,
-21510.86667,,,,,,,-7.359999999999985,
-21542.5,,357.0,,,,,,
-21552.5,,,,,,,-7.659999999999997,
-21596.06667,,,,,,,-8.659999999999997,
-21635.85,185.23,,,,,,,
-21639.63333,,,,,,,-8.659999999999997,
-21683.2,,,,,,,-7.859999999999985,
-21724.0,,,,,,,-7.259999999999991,
-21764.8,,,,,,,-6.560000000000002,
-21805.6,,,,,,,-8.759999999999991,
-21849.26667,,,,,,,-8.359999999999985,
-21859.3,,357.3,,,,,,
-21863.59,187.96,,,,,,,
-21892.93333,,,,,,,-7.560000000000002,
-21936.6,,,,,,,-8.259999999999991,
-21981.96667,,,,,,,-8.759999999999991,
-21986.63,190.78,,,,,,,
-22027.33333,,,,,,,-8.259999999999991,
-22058.6,,355.3,,,,,,
-22072.7,,,,,,,-7.659999999999997,
-22115.13333,,,,,,,-7.359999999999985,
-22128.59,187.38,,,,,,,
-22157.56667,,,,,,,-7.159999999999997,
-22200.0,,,,,,,-8.060000000000002,
-22245.16667,,,,,,,-7.759999999999991,
-22290.33333,,,,,,,-8.259999999999991,
-22303.89,191.27,,,,,,,
-22335.5,,,,,,,-8.060000000000002,
-22365.2,187.22,,,,,,,
-22382.43333,,,,,,,-8.460000000000008,
-22420.6,187.02,,,,,,,
-22429.36667,,,,,,,-8.659999999999997,
-22476.3,,,,,,,-8.359999999999985,
-22522.1,,,,,,,-7.460000000000008,
-22567.9,,,,,,,-8.659999999999997,
-22613.7,,,,,,,-8.560000000000002,
-22623.1,184.68,,,,,,,
-22657.96667,,,,,,,-7.060000000000002,
-22677.1,185.21,,,,,,,
-22702.23333,,,,,,,-7.759999999999991,
-22723.8,188.49,,,,,,,
-22746.5,,,,,,,-8.060000000000002,
-22790.9,,407.3,,,,,,
-22790.96667,,,,,,,-7.359999999999985,
-22822.3,190.01,,,,,,,
-22835.43333,,,,,,,-7.859999999999985,
-22879.9,,,,,,,-8.560000000000002,
-22906.6,186.13,,,,,,,
-22926.26667,,,,,,,-7.659999999999997,
-22968.0,,384.65,,,,,,
-22972.63333,,,,,,,-8.659999999999997,
-23019.0,,,,,,,-8.060000000000002,
-23065.7,,,,,,,-8.259999999999991,
-23067.0,189.4,,,,,,,
-23086.8,190.53,,,,,,,
-23112.4,,,,,,,-8.060000000000002,
-23159.1,,,,,,,-8.359999999999985,
-23180.3,190.08,,,,,,,
-23202.6,,390.0,,,,,,
-23205.66667,,,,,,,-8.159999999999997,
-23252.23333,,,,,,,-7.759999999999991,
-23258.0,188.6,,,,,,,
-23298.8,,,,,,,-7.060000000000002,
-23342.56667,,,,,,,-7.460000000000008,
-23349.7,197.67,,,,,,,
-23351.7,,389.75,,,,,,
-23386.33333,,,,,,,-6.859999999999985,
-23430.1,,,,,,,-7.659999999999997,
-23431.4,193.53,,,,,,,
-23475.9,,,,,,,-7.859999999999985,
-23518.2,186.78,,,,,,,
-23521.7,,,,,,,-7.460000000000008,
-23545.2,,389.7,,,,,,
-23567.5,,,,,,,-8.960000000000008,
-23615.9,,,,,,,-8.060000000000002,
-23664.3,,,,,,,-7.659999999999997,
-23673.5,187.99,,,,,,,
-23712.7,,,,,,,-7.960000000000008,
-23759.13333,,,,,,,-7.359999999999985,
-23805.56667,,,,,,,-7.560000000000002,
-23820.4,,386.475,,,,,,
-23852.0,,,,,,,-7.659999999999997,
-23898.7,,,,,,,-7.259999999999991,
-23945.4,,,,,,,-7.560000000000002,
-23946.8,183.13,,,,,,,
-23961.1,,398.0,,,,,,
-23992.1,,,,,,,-7.960000000000008,
-24042.76667,,,,,,,-8.060000000000002,
-24093.43333,,,,,,,-9.060000000000002,
-24144.1,,,,,,,-8.560000000000002,
-24150.7,184.68,,,,,,,
-24157.1,,375.1,,,,,,
-24196.03333,,,,,,,-8.259999999999991,
-24247.96667,,,,,,,-8.159999999999997,
-24299.9,,,,,,,-9.259999999999991,
-24342.8,186.73,,,,,,,
-24352.9,,,,,,,-8.359999999999985,
-24372.0,,360.0,,,,,,
-24405.9,,,,,,,-8.060000000000002,
-24458.9,,,,,,,-7.759999999999991,
-24509.56667,,,,,,,-7.659999999999997,
-24560.23333,,,,,,,-8.460000000000008,
-24588.5,,372.7,,,,,,
-24610.9,,,,,,,-7.960000000000008,
-24664.93333,,,,,,,-8.759999999999991,
-24716.6,180.57,,,,,,,
-24718.96667,,,,,,,-8.759999999999991,
-24773.0,,,,,,,-6.659999999999997,
-24794.1,,388.7,,,,,,
-24823.4,,,,,,,-7.659999999999997,
-24873.8,,,,,,,-8.560000000000002,
-24924.2,,,,,,,-8.859999999999985,
-24980.7,,,,,,,-8.759999999999991,
-25000.4,,372.475,,,,,,
-25037.2,,,,,,,-8.659999999999997,
-25093.7,,,,,,,-8.560000000000002,
-25149.06667,,,,,,,-8.259999999999991,
-25204.43333,,,,,,,-8.560000000000002,
-25236.6,180.69,,,,,,,
-25259.8,,,,,,,-8.060000000000002,
-25315.5,,,,,,,-8.560000000000002,
-25371.2,,,,,,,-8.659999999999997,
-25402.2,,369.7,,,,,,
-25424.1,182.66,,,,,,,
-25426.9,,,,,,,-8.460000000000008,
-25481.93333,,,,,,,-8.060000000000002,
-25536.96667,,,,,,,-8.060000000000002,
-25592.0,,,,,,,-8.859999999999985,
-25616.6,183.38,,,,,,,
-25651.1,,,,,,,-9.159999999999997,
-25672.1,,365.0,,,,,,
-25710.2,,,,,,,-8.960000000000008,
-25769.3,,,,,,,-8.259999999999991,
-25826.3,,,,,,,-8.560000000000002,
-25859.0,186.54,,,,,,,
-25883.3,,,,,,,-8.560000000000002,
-25897.4,,355.0,,,,,,
-25940.3,,,,,,,-8.359999999999985,
-25995.76667,,,,,,,-8.259999999999991,
-26051.23333,,,,,,,-7.960000000000008,
-26062.6,,364.125,,,,,,
-26089.0,184.52,,,,,,,
-26106.7,,,,,,,-8.859999999999985,
-26162.9,,,,,,,-8.759999999999991,
-26219.1,,,,,,,-8.259999999999991,
-26275.3,,,,,,,-9.159999999999997,
-26327.5,184.57,,,,,,,
-26330.03333,,,,,,,-7.659999999999997,
-26384.76667,,,,,,,-8.259999999999991,
-26388.0,183.77,,,,,,,
-26439.5,,,,,,,-8.859999999999985,
-26494.7,,,,,,,-7.659999999999997,
-26533.7,186.01,,,,,,,
-26549.9,,,,,,,-8.560000000000002,
-26605.1,,,,,,,-8.659999999999997,
-26610.1,185.51,,,,,,,
-26661.6,,,,,,,-7.859999999999985,
-26704.1,,396.3,,,,,,
-26718.1,,,,,,,-9.060000000000002,
-26774.6,,,,,,,-8.659999999999997,
-26776.7,185.44,,,,,,,
-26830.06667,,,,,,,-7.759999999999991,
-26885.53333,,,,,,,-8.659999999999997,
-26930.8,186.43,,,,,,,
-26941.0,,,,,,,-8.060000000000002,
-26991.0,,387.0,,,,,,
-26996.56667,,,,,,,-8.259999999999991,
-27027.9,188.08,,,,,,,
-27052.13333,,,,,,,-8.659999999999997,
-27107.7,,,,,,,-8.859999999999985,
-27115.0,187.39,,,,,,,
-27146.9,,386.2,,,,,,
-27157.8,186.27,,,,,,,
-27163.93333,,,,,,,-8.859999999999985,
-27220.16667,,,,,,,-7.759999999999991,
-27243.2,194.93,,,,,,,
-27276.4,,,,,,,-8.159999999999997,
-27332.13333,,,,,,,-8.460000000000008,
-27353.1,190.06,,,,,,,
-27387.86667,,,,,,,-8.859999999999985,
-27408.9,,395.85,,,,,,
-27443.6,,,,,,,-8.259999999999991,
-27499.7,,,,,,,-8.460000000000008,
-27514.9,191.95,,,,,,,
-27555.8,,,,,,,-8.359999999999985,
-27575.8,191.23,,,,,,,
-27576.5,,406.3,,,,,,
-27611.9,,,,,,,-8.659999999999997,
-27622.7,191.53,,,,,,,
-27659.4,191.95,,,,,,,
-27665.6,,,,,,,-7.960000000000008,
-27719.3,,,,,,,-7.460000000000008,
-27734.3,191.46,,,,,,,
-27752.9,,426.3,,,,,,
-27760.0,192.71,,,,,,,
-27773.0,,,,,,,-6.960000000000008,
-27787.1,190.61,,,,,,,
-27791.6,189.3,,,,,,,
-27821.6,,,,,,,-7.560000000000002,
-27870.2,,,,,,,-5.659999999999997,
-27893.7,187.59,,,,,,,
-27918.8,,,,,,,-7.960000000000008,
-27939.4,190.58,,,,,,,
-27958.0,189.28,,,,,,,
-27968.7,,381.925,,,,,,
-27970.5,,,,,,,-7.759999999999991,
-28000.1,188.99,,,,,,,
-28022.2,,,,,,,-7.359999999999985,
-28046.2,189.29,,,,,,,
-28073.9,,,,,,,-9.259999999999991,
-28125.96667,,,,,,,-7.859999999999985,
-28170.3,189.96,,,,,,,
-28178.03333,,,,,,,-6.560000000000002,
-28208.6,,399.0,,,,,,
-28230.1,,,,,,,-6.460000000000008,
-28278.46667,,,,,,,-7.359999999999985,
-28287.1,191.82,,,,,,,
-28326.83333,,,,,,,-7.659999999999997,
-28344.6,191.59,,,,,,,
-28358.5,,402.375,,,,,,
-28375.2,,,,,,,-8.159999999999997,
-28425.13333,,,,,,,-7.060000000000002,
-28442.7,192.63,,,,,,,
-28475.06667,,,,,,,-7.560000000000002,
-28486.9,189.16,,,,,,,
-28499.9,189.65,,,,,,,
-28525.0,,,,,,,-8.560000000000002,
-28575.0,,414.0,,,,,,
-28578.56667,,,,,,,-8.960000000000008,
-28632.13333,,,,,,,-7.859999999999985,
-28650.4,193.1,,,,,,,
-28685.7,,,,,,,-8.159999999999997,
-28699.4,192.82,,,,,,,
-28738.56667,,,,,,,-8.659999999999997,
-28791.43333,,,,,,,-8.159999999999997,
-28797.3,193.8,,,,,,,
-28836.5,,443.875,,,,,,
-28844.3,,,,,,,-7.460000000000008,
-28892.23333,,,,,,,-7.659999999999997,
-28914.9,193.89,,,,,,,
-28940.16667,,,,,,,-6.960000000000008,
-28975.7,192.69,,,,,,,
-28988.1,,,,,,,-6.560000000000002,
-29021.6,193.26,,,,,,,
-29035.03333,,,,,,,-7.460000000000008,
-29081.9,192.87,,,,,,,
-29081.96667,,,,,,,-7.359999999999985,
-29128.9,,,,,,,-7.359999999999985,
-29163.9,,388.3,,,,,,
-29178.16667,,,,,,,-7.560000000000002,
-29223.7,192.26,,,,,,,
-29227.43333,,,,,,,-8.159999999999997,
-29276.7,,,,,,,-7.859999999999985,
-29278.3,188.1,,,,,,,
-29322.6,192.39,,,,,,,
